bathrooms,bedrooms,fee,price,square_feet,cityname,state
1.0,1.0,No,1230.0,650.0,Castle Rock,CO
1.0,1.0,No,1200.0,719.0,Castle Rock,CO
2.0,2.0,No,2559.0,1289.0,Bedford,MA
1.0,1.0,No,1452.0,725.0,Henderson,NV
2.0,2.0,No,1390.0,1192.0,Norfolk,VA
1.0,1.0,No,1305.0,500.0,Alexandria,VA
1.0,1.0,No,1475.0,689.0,Riverside,CA
2.0,2.0,No,2795.0,1293.0,Bedford,MA
2.5,4.0,No,2100.0,1885.0,Bellemont,AZ
2.0,2.0,No,1887.0,1151.0,Wheat Ridge,CO
2.0,2.0,No,958.0,936.0,Mckinney,TX
1.0,1.0,No,810.0,700.0,Williston,ND
1.0,1.0,No,2800.0,556.0,Fort Myers,FL
2.0,3.0,No,1404.0,1201.0,Henderson,NV
2.0,3.0,No,1890.0,1248.0,Flagstaff,AZ
1.0,1.0,No,1198.0,960.0,Mckinney,TX
1.0,1.0,No,1600.0,689.0,Riverside,CA
2.0,2.0,No,2485.0,1233.0,Acton,MA
1.5,2.0,No,1350.0,814.0,Flagstaff,AZ
1.0,1.0,No,1060.0,700.0,Mckinney,TX
1.0,1.0,No,1243.0,718.0,Westminster,CO
1.0,1.0,No,1445.0,740.0,Riverside,CA
3.0,4.0,No,1650.0,1849.0,Henderson,NV
2.0,2.0,No,1275.0,856.0,Flagstaff,AZ
2.0,3.0,No,1400.0,1560.0,Norfolk,VA
1.0,1.0,No,1130.0,850.0,Norfolk,VA
1.0,1.0,No,925.0,500.0,Westminster,CO
1.0,1.0,No,1565.0,770.0,Alexandria,VA
1.0,1.0,No,1153.0,825.0,Norfolk,VA
2.0,3.0,No,2499.0,1300.0,Framingham,MA
1.0,1.0,No,780.0,775.0,Grand Island,NE
2.0,2.0,No,1159.0,1059.0,Lewisville,TX
1.0,2.0,No,595.0,750.0,Minot,ND
1.0,1.0,No,775.0,688.0,Grand Island,NE
1.0,2.0,No,695.0,750.0,Grand Island,NE
2.0,2.0,No,1184.0,1285.0,Norfolk,VA
1.0,1.0,No,992.0,775.0,Lewisville,TX
2.0,2.0,No,1415.0,1082.0,Davenport,FL
1.0,1.0,No,853.0,767.0,Tucson,AZ
2.0,2.0,No,1864.0,1015.0,Alexandria,VA
2.0,2.0,No,1075.0,978.0,Lewisville,TX
1.0,1.0,No,870.0,529.0,Lewisville,TX
1.0,2.0,No,610.0,1100.0,Bowling Green,KY
2.0,2.0,No,1135.0,1158.0,Tucson,AZ
1.0,2.0,No,650.0,700.0,Norfolk,NE
1.5,2.0,No,1880.0,934.0,Alexandria,VA
2.0,2.0,No,1349.0,1171.0,Lewisville,TX
1.0,1.0,No,1215.0,761.0,Davenport,FL
2.0,3.0,No,1525.0,1575.0,Riverside,CA
1.0,1.0,No,1215.0,738.0,Lewisville,TX
2.0,2.0,No,1295.0,1004.0,Tucson,AZ
2.0,2.0,No,1327.0,1041.0,Lewisville,TX
1.0,1.0,No,1108.0,650.0,Lewisville,TX
2.0,2.0,No,1150.0,1062.0,Tucson,AZ
2.0,2.0,No,1100.0,1091.0,Lincoln,NE
1.5,2.0,No,1825.0,934.0,Alexandria,VA
1.0,1.0,No,500.0,682.0,Paducah,KY
2.0,3.0,No,1625.0,1320.0,Davenport,FL
1.0,1.0,No,1268.0,659.0,Lewisville,TX
2.0,2.0,No,1165.0,1062.0,Tucson,AZ
1.0,1.0,No,773.0,758.0,Minot,ND
2.0,3.0,No,1800.0,1112.0,Lafayette,CO
1.0,2.0,No,1025.0,926.0,Norfolk,VA
2.0,2.0,No,895.0,1100.0,Lincoln,NE
2.0,3.0,No,1571.0,1295.0,Lewisville,TX
2.0,3.0,No,1035.0,1365.0,Minot,ND
2.0,2.0,No,1035.0,1355.0,Union,KY
1.0,2.0,No,1940.0,642.0,Riverside,CA
1.0,3.0,No,1375.0,1000.0,Worcester,MA
1.0,2.0,No,1525.0,515.0,Worcester,MA
2.0,2.0,No,2515.0,1124.0,Riverside,CA
1.0,1.0,No,1634.0,776.0,Newport,KY
2.0,2.0,No,1229.0,1203.0,Lewisville,TX
2.0,2.0,No,1295.0,1089.0,Lincoln,NE
2.0,2.0,No,2225.0,1085.0,Alexandria,VA
1.0,1.0,No,850.0,650.0,Tucson,AZ
1.0,1.0,No,1095.0,569.0,Norfolk,VA
2.0,3.0,No,1550.0,1311.0,Lake Dallas,TX
2.0,3.0,No,975.0,1365.0,Minot,ND
2.0,2.0,No,1351.0,910.0,San Bernardino,CA
2.0,3.0,No,1500.0,1500.0,Norfolk,VA
2.0,2.0,No,945.0,1236.0,Winter Haven,FL
1.0,1.0,No,1374.0,590.0,Worcester,MA
2.0,3.0,No,1289.0,1301.0,Tucson,AZ
2.0,2.0,No,1780.0,1025.0,Worcester,MA
2.0,2.0,No,1950.0,1385.0,Worcester,MA
1.0,1.0,No,1237.0,728.0,Newport,KY
2.0,3.0,No,1899.0,1698.0,Lincoln,NE
1.0,2.0,No,745.0,463.0,Lincoln,NE
1.0,1.0,No,1465.0,767.0,Broomfield,CO
1.0,1.0,No,985.0,766.0,Irving,TX
2.0,2.0,No,1470.0,1000.0,San Bernardino,CA
2.0,2.0,No,1235.0,1066.0,Mulberry,FL
1.5,2.0,No,1479.0,930.0,Worcester,MA
2.0,2.0,No,1481.0,1258.0,Tucson,AZ
1.0,2.0,No,1040.0,1055.0,Norfolk,VA
1.5,2.0,No,1100.0,885.0,Newport,KY
1.0,1.0,No,1157.0,755.0,Irving,TX
1.0,1.0,No,699.0,660.0,Dickinson,ND
2.0,2.0,No,861.0,919.0,Tucson,AZ
2.0,2.0,No,1055.0,1118.0,Lincoln,NE
1.0,1.0,No,1295.0,1445.0,Mandan,ND
2.0,2.0,No,1712.0,1115.0,Broomfield,CO
1.0,1.0,No,1859.0,723.0,Alexandria,VA
2.0,2.0,No,1040.0,1056.0,Florence,KY
1.0,1.0,No,780.0,645.0,Mandan,ND
2.0,2.0,No,861.0,880.0,Tucson,AZ
1.0,1.0,No,1365.0,1000.0,Westborough,MA
2.0,2.0,No,1235.0,1419.0,Florence,KY
1.5,2.0,No,855.0,998.0,Lincoln,NE
1.0,1.0,No,910.0,739.0,Irving,TX
1.0,1.0,No,810.0,858.0,Lincoln,NE
2.5,2.0,No,1295.0,1274.0,Bartow,FL
1.0,1.0,No,610.0,560.0,Florence,KY
1.0,1.0,No,728.0,790.0,Mandan,ND
1.0,3.0,No,580.0,400.0,Lincoln,NE
1.0,2.0,No,620.0,845.0,Lincoln,NE
1.0,2.0,No,1400.0,1172.0,Lincoln,NE
1.0,2.0,No,775.0,825.0,Florence,KY
1.0,1.0,No,2239.0,686.0,Arlington,VA
2.0,3.0,No,1671.0,1389.0,Lakeland,FL
2.0,2.0,No,960.0,1035.0,Lincoln,NE
2.5,2.0,No,790.0,865.0,Erlanger,KY
2.0,3.0,No,1294.0,1300.0,Tucson,AZ
1.0,2.0,No,1930.0,766.0,Arlington,VA
1.0,1.0,No,720.0,718.0,Lakeland,FL
1.0,2.0,No,775.0,750.0,Erlanger,KY
2.0,2.0,No,1125.0,968.0,Lakeland,FL
2.0,3.0,No,1080.0,1167.0,Lakeland,FL
1.0,1.0,No,1060.0,780.0,Victorville,CA
2.0,2.0,No,855.0,941.0,Lincoln,NE
1.0,1.0,No,820.0,596.0,Irving,TX
2.0,2.0,No,855.0,941.0,Lincoln,NE
2.0,2.0,No,1025.0,1050.0,Norfolk,VA
1.0,1.0,No,1025.0,780.0,Victorville,CA
2.0,2.0,No,1025.0,1050.0,Norfolk,VA
2.0,2.0,No,1317.0,1089.0,Lakeland,FL
1.0,1.0,No,815.0,847.0,Lincoln,NE
2.0,2.0,No,3000.0,1350.0,Arlington,VA
2.0,2.0,No,2550.0,1231.0,Shrewsbury,MA
2.0,2.0,No,1150.0,992.0,Irving,TX
2.0,2.0,No,1595.0,1370.0,Burlington,KY
2.0,2.0,No,1545.0,1336.0,Burlington,KY
2.0,3.0,No,3770.0,1575.0,Arlington,VA
1.0,1.0,No,930.0,767.0,Lakeland,FL
1.0,1.0,No,750.0,500.0,Bismarck,ND
1.5,2.0,No,1355.0,875.0,Aurora,CO
2.0,2.0,No,1555.0,1040.0,Aurora,CO
2.0,3.0,No,1795.0,1261.0,Shrewsbury,MA
2.5,4.0,No,2600.0,1884.0,Shrewsbury,MA
1.0,2.0,No,1450.0,700.0,Shrewsbury,MA
1.0,1.0,No,2226.0,869.0,Arlington,VA
1.0,1.0,No,1815.0,852.0,Arlington,VA
1.0,1.0,No,1380.0,758.0,Victorville,CA
2.5,2.0,No,2300.0,1587.0,Shrewsbury,MA
2.0,3.0,No,1195.0,1408.0,Grand Forks,ND
2.0,2.0,No,2490.0,1099.0,Arlington,VA
1.5,4.0,No,2100.0,2000.0,Leicester,MA
1.0,1.0,No,769.0,705.0,Lexington,KY
1.0,1.0,No,721.0,730.0,Omaha,NE
2.0,2.0,No,1604.0,1044.0,Aurora,CO
2.0,2.0,No,827.0,969.0,Tucson,AZ
2.0,2.0,No,1599.0,940.0,Virginia Beach,VA
2.0,2.0,No,1085.0,955.0,Irving,TX
2.0,3.0,No,1950.0,1240.0,Aurora,CO
1.0,1.0,No,2005.0,720.0,Arlington,VA
2.0,2.0,No,1855.0,1083.0,Aurora,CO
2.0,2.0,No,2320.0,1026.0,Arlington,VA
1.0,1.0,No,730.0,720.0,Omaha,NE
2.0,2.0,No,1181.0,1089.0,Pinellas Park,FL
1.0,2.0,No,875.0,1106.0,Grand Forks,ND
1.0,1.0,No,753.0,710.0,Tucson,AZ
2.0,2.0,No,1649.0,940.0,Virginia Beach,VA
2.0,2.0,No,1166.0,1089.0,Pinellas Park,FL
2.0,2.0,No,2470.0,1186.0,Arlington,VA
2.0,2.0,No,1243.0,1089.0,Pinellas Park,FL
1.0,1.0,No,911.0,670.0,Lewisville,TX
1.0,1.0,No,987.0,769.0,Lewisville,TX
2.0,2.0,No,1680.0,1140.0,Redlands,CA
1.0,1.0,No,1261.0,592.0,Lewisville,TX
1.0,1.0,No,1197.0,840.0,Lewisville,TX
1.0,1.0,No,974.0,891.0,Lexington,KY
2.0,3.0,No,2137.0,1469.0,Pinellas Park,FL
1.0,1.0,No,1138.0,885.0,Lewisville,TX
1.0,1.0,No,495.0,625.0,Lexington,KY
2.0,3.0,No,870.0,1254.0,Grand Forks,ND
2.0,2.0,No,1830.0,1174.0,Aurora,CO
2.0,2.0,No,1325.0,1045.0,Lewisville,TX
1.5,3.0,No,945.0,1248.0,Grand Forks,ND
2.0,3.0,No,1161.0,1309.0,Lexington,KY
1.0,1.0,No,1440.0,785.0,Aurora,CO
1.0,1.0,No,731.0,700.0,Omaha,NE
2.0,3.0,No,1450.0,1301.0,Grand Forks,ND
1.0,1.0,No,1009.0,808.0,Lewisville,TX
1.0,1.0,No,1132.0,774.0,Aurora,CO
2.0,2.0,No,995.0,1020.0,Grand Forks,ND
2.0,3.0,No,1125.0,1290.0,Grand Forks,ND
1.0,1.0,No,1000.0,500.0,Redlands,CA
2.0,2.0,No,1394.0,955.0,Redlands,CA
1.0,2.0,No,1699.0,932.0,Aurora,CO
2.0,2.0,No,1009.0,1074.0,Lexington,KY
1.0,2.0,No,1320.0,439.0,Arlington,VA
1.0,1.0,No,1518.0,642.0,Redlands,CA
1.0,2.0,No,1320.0,439.0,Arlington,VA
1.0,1.0,No,918.0,662.0,The Colony,TX
2.0,1.0,No,905.0,900.0,Omaha,NE
1.0,1.0,No,555.0,423.0,Fargo,ND
1.0,1.0,No,1530.0,667.0,Arlington,VA
2.0,2.0,No,1200.0,810.0,Highland,CA
2.0,2.0,No,1100.0,800.0,Highland,CA
1.0,1.0,No,1245.0,695.0,Aurora,CO
1.0,1.0,No,913.0,820.0,Largo,FL
1.0,1.0,No,1525.0,896.0,Aurora,CO
1.0,2.0,No,665.0,800.0,Omaha,NE
1.0,2.0,No,749.0,800.0,Omaha,NE
1.0,2.0,No,825.0,850.0,Omaha,NE
1.0,1.0,No,1895.0,500.0,Arlington,VA
2.0,2.0,No,1750.0,1144.0,Aurora,CO
2.5,3.0,No,1371.0,1400.0,Virginia Beach,VA
1.0,1.0,No,495.0,500.0,Tucson,AZ
1.0,1.0,No,625.0,520.0,Omaha,NE
1.0,1.0,No,600.0,700.0,Omaha,NE
1.0,1.0,No,1425.0,710.0,Aurora,CO
1.0,1.0,No,795.0,704.0,Fargo,ND
1.0,1.0,No,680.0,600.0,Tucson,AZ
1.0,1.0,No,650.0,662.0,Tucson,AZ
1.0,2.0,No,1000.0,853.0,Virginia Beach,VA
1.0,1.0,No,1194.0,775.0,Grand Prairie,TX
1.0,2.0,No,1065.0,950.0,Virginia Beach,VA
1.0,1.0,No,973.0,652.0,Clearwater,FL
2.0,2.0,No,1815.0,1100.0,Omaha,NE
1.0,2.0,No,1173.0,850.0,Clearwater,FL
1.0,1.0,No,1093.0,654.0,Aurora,CO
2.0,2.0,No,1398.0,960.0,Aurora,CO
2.0,2.0,No,1428.0,960.0,Aurora,CO
1.0,1.0,No,570.0,702.0,Fargo,ND
2.0,3.0,No,945.0,1200.0,Fargo,ND
1.0,1.0,No,1378.0,842.0,Clearwater,FL
2.0,2.0,No,1060.0,1062.0,Clearwater,FL
1.0,2.0,No,1270.0,630.0,Fontana,CA
2.0,2.0,No,1223.0,1062.0,Clearwater,FL
2.0,2.0,No,845.0,1065.0,Fargo,ND
1.5,2.0,No,1225.0,850.0,Aurora,CO
2.0,2.0,No,1310.0,950.0,Clearwater,FL
2.0,2.0,No,1225.0,934.0,Virginia Beach,VA
1.0,3.0,No,1769.0,579.0,Arlington,VA
2.0,3.0,No,885.0,1260.0,Fargo,ND
2.0,1.0,No,675.0,1250.0,Omaha,NE
2.0,2.0,No,850.0,943.0,Tucson,AZ
1.0,2.0,No,720.0,1010.0,Fargo,ND
1.0,1.0,No,1687.0,705.0,Arlington,VA
2.0,2.0,No,1530.0,1115.0,Clearwater,FL
1.0,2.0,No,979.0,850.0,Clearwater,FL
2.0,2.0,No,1635.0,1241.0,Clearwater,FL
2.0,2.0,No,1161.0,1077.0,Omaha,NE
1.0,1.0,No,799.0,521.0,Grand Prairie,TX
1.0,2.0,No,1543.0,532.0,Arlington,VA
1.0,1.0,No,690.0,740.0,Tucson,AZ
2.0,3.0,No,1429.0,1250.0,Clearwater,FL
2.0,2.0,No,1340.0,1073.0,Grand Prairie,TX
1.0,1.0,No,1980.0,628.0,Arlington,VA
1.0,1.0,No,1995.0,550.0,Arlington,VA
2.0,2.0,No,1148.0,1125.0,Omaha,NE
1.0,1.0,No,2453.0,810.0,Arlington,VA
1.0,1.0,No,995.0,728.0,Grand Prairie,TX
1.0,1.0,No,1230.0,800.0,Clearwater,FL
2.0,3.0,No,1360.0,1486.0,Tucson,AZ
2.0,2.0,No,1590.0,1046.0,Clearwater,FL
2.0,2.0,No,1225.0,1147.0,La Vista,NE
1.0,2.0,No,1795.0,525.0,Arlington,VA
1.0,1.0,No,1025.0,418.0,Colton,CA
2.0,2.0,No,1390.0,925.0,Colton,CA
2.0,2.0,No,1600.0,1127.0,Atlanta,GA
1.0,1.0,No,690.0,600.0,La Vista,NE
1.0,1.0,No,787.0,561.0,Atlanta,GA
2.0,2.0,No,1509.0,1234.0,Tasley,VA
2.0,2.0,No,1088.0,1042.0,Grand Prairie,TX
2.0,2.0,No,3390.0,1069.0,Arlington,VA
1.0,1.0,No,925.0,672.0,Grand Prairie,TX
1.5,2.0,No,882.0,1134.0,Omaha,NE
2.0,2.0,No,1515.0,1000.0,Aurora,CO
2.0,3.0,No,1340.0,1368.0,Virginia Beach,VA
2.0,2.0,No,940.0,1100.0,Omaha,NE
1.0,2.0,No,750.0,878.0,Fargo,ND
1.0,1.0,No,2663.0,673.0,Arlington,VA
1.0,2.0,No,710.0,800.0,West Fargo,ND
1.0,1.0,No,1280.0,795.0,Sachse,TX
1.0,2.0,No,800.0,1000.0,Omaha,NE
1.0,1.0,No,640.0,414.0,Tucson,AZ
1.0,2.0,No,700.0,868.0,West Fargo,ND
2.0,2.0,No,1441.0,1056.0,Tucson,AZ
1.0,1.0,No,1095.0,455.0,Clearwater,FL
2.0,3.0,No,1375.0,1842.0,West Fargo,ND
1.0,2.0,No,1500.0,568.0,Aurora,CO
2.0,2.0,No,1406.0,901.0,Woodbridge,VA
2.0,2.0,No,1459.0,1110.0,Tucson,AZ
1.0,2.0,No,799.0,750.0,Tucson,AZ
1.0,1.0,No,1463.0,836.0,Woodbridge,VA
1.0,1.0,No,825.0,680.0,Bellevue,NE
1.0,1.0,No,754.0,641.0,Tucson,AZ
1.0,1.0,No,1650.0,677.0,Aurora,CO
2.0,2.0,No,960.0,868.0,Tucson,AZ
1.0,1.0,No,1300.0,822.0,Sachse,TX
2.0,2.0,No,1655.0,1178.0,Sachse,TX
1.5,2.0,No,850.0,1012.0,Bellevue,NE
2.0,3.0,No,1990.0,1475.0,Sachse,TX
1.0,1.0,No,795.0,760.0,West Fargo,ND
1.0,1.0,No,1114.0,758.0,Atlanta,GA
2.0,3.0,No,1140.0,1369.0,Georgetown,KY
1.0,1.0,No,815.0,870.0,West Fargo,ND
1.0,1.0,No,1520.0,677.0,Aurora,CO
1.0,2.0,No,760.0,775.0,West Fargo,ND
2.0,2.0,No,1584.0,948.0,Woodbridge,VA
1.0,1.0,No,964.0,686.0,Aurora,CO
2.0,2.0,No,895.0,940.0,Apple Valley,CA
1.0,1.0,No,1324.0,804.0,Garland,TX
1.0,1.0,No,1200.0,622.0,Woodbridge,VA
1.0,1.0,No,754.0,738.0,Bellevue,NE
2.0,3.0,No,1695.0,1313.0,Marana,AZ
1.5,2.0,No,735.0,950.0,Jeffersontown,KY
1.0,1.0,No,1050.0,683.0,Saint Petersburg,FL
1.0,2.0,No,1285.0,940.0,Woodbridge,VA
1.0,1.0,No,860.0,1050.0,Omaha,NE
2.0,2.0,No,1329.0,1006.0,Saint Petersburg,FL
1.0,1.0,No,1006.0,909.0,Louisville,KY
1.0,2.0,No,710.0,739.0,Sierra Vista,AZ
3.0,3.0,No,2095.0,1889.0,Arvada,CO
1.0,1.0,No,1594.0,847.0,Atlanta,GA
2.0,2.0,No,2010.0,1118.0,Woodbridge,VA
1.0,1.0,No,903.0,885.0,Omaha,NE
1.0,1.0,No,960.0,995.0,Omaha,NE
1.0,1.0,No,860.0,982.0,Omaha,NE
1.0,1.0,No,1399.0,722.0,Atlanta,GA
1.0,2.0,No,715.0,850.0,Louisville,KY
2.0,2.0,No,1720.0,1117.0,Garland,TX
1.0,1.0,No,1259.0,804.0,Garland,TX
1.0,1.0,No,1106.0,595.0,Atlanta,GA
1.0,1.0,No,1045.0,605.0,Arvada,CO
1.0,2.0,No,1350.0,750.0,Arvada,CO
1.0,1.0,No,1127.0,550.0,Arvada,CO
1.0,1.0,No,1234.0,806.0,Garland,TX
2.0,3.0,No,1734.0,1386.0,Chesapeake,VA
1.0,1.0,No,1199.0,726.0,Garland,TX
1.0,1.0,No,1119.0,652.0,Garland,TX
1.0,1.0,No,1805.0,1002.0,Woodbridge,VA
1.0,2.0,No,1195.0,825.0,Saint Petersburg,FL
2.0,2.0,No,1125.0,966.0,Asheville,NC
1.0,1.0,No,845.0,704.0,Garland,TX
1.0,1.0,No,845.0,653.0,Saint Petersburg,FL
2.0,2.0,No,1100.0,1257.0,Louisville,KY
1.0,1.0,No,840.0,690.0,Garland,TX
2.0,2.0,No,1325.0,1126.0,Goodyear,AZ
1.0,1.0,No,1040.0,771.0,Asheville,NC
2.0,2.0,No,1360.0,1120.0,Chesapeake,VA
2.0,2.0,No,1102.0,1126.0,Goodyear,AZ
2.0,2.0,No,1625.0,975.0,Palm Springs,CA
1.0,1.0,No,1385.0,690.0,Atlanta,GA
1.0,1.0,No,1019.0,757.0,Goodyear,AZ
2.0,2.0,No,1345.0,1120.0,Chesapeake,VA
1.0,2.0,No,990.0,528.0,Omaha,NE
2.0,2.0,No,1892.0,1089.0,Atlanta,GA
1.0,1.0,No,1050.0,680.0,Asheville,NC
1.0,2.0,No,1400.0,900.0,South Lake Tahoe,CA
1.0,1.0,No,1325.0,825.0,Palm Springs,CA
1.0,1.0,No,1655.0,680.0,Vienna,VA
1.0,1.0,No,1660.0,595.0,Vienna,VA
1.0,2.0,No,1205.0,710.0,Omaha,NE
1.0,1.0,No,1661.0,820.0,Saint Petersburg,FL
2.0,2.0,No,905.0,1068.0,Louisville,KY
2.5,3.0,No,1350.0,1444.0,Avondale,AZ
1.0,1.0,No,850.0,460.0,Palm Springs,CA
1.0,1.0,No,1325.0,676.0,Palm Springs,CA
2.5,2.0,No,1450.0,1194.0,Omaha,NE
1.0,1.0,No,1250.0,676.0,Palm Springs,CA
2.0,2.0,No,975.0,965.0,Omaha,NE
2.0,3.0,No,1290.0,1216.0,Candler,NC
1.0,2.0,No,1640.0,718.0,Vienna,VA
1.0,1.0,No,840.0,460.0,Palm Springs,CA
1.0,2.0,No,1295.0,1150.0,Omaha,NE
1.0,1.0,No,1275.0,676.0,Palm Springs,CA
1.0,1.0,No,1145.0,755.0,Arden,NC
1.0,2.0,No,1645.0,1104.0,Saint Petersburg,FL
1.0,1.0,No,965.0,830.0,Henrico,VA
1.0,2.0,No,700.0,1200.0,Omaha,NE
1.0,1.0,No,895.0,800.0,Omaha,NE
1.5,2.0,No,1750.0,1780.0,Saint Petersburg,FL
1.0,1.0,No,1175.0,843.0,Atlanta,GA
1.0,1.0,No,1143.0,715.0,Henrico,VA
2.0,2.0,No,1780.0,1000.0,Springfield,VA
1.0,1.0,No,1090.0,773.0,Garland,TX
2.0,2.0,No,1195.0,1000.0,Palm Desert,CA
2.0,2.0,No,1255.0,1078.0,Omaha,NE
1.0,1.0,No,913.0,816.0,Hickory,NC
2.0,2.0,No,1585.0,1206.0,Palm Desert,CA
1.0,1.0,No,1380.0,504.0,Springfield,VA
2.0,3.0,No,1353.0,1283.0,Hickory,NC
1.0,2.0,No,800.0,650.0,Yuba City,CA
1.0,1.0,No,1700.0,663.0,Springfield,VA
2.0,2.0,No,1285.0,1000.0,Irving,TX
2.0,2.0,No,1395.0,1023.0,New Bern,NC
1.0,1.0,No,1158.0,601.0,Irving,TX
2.0,2.0,No,1125.0,894.0,Richmond,VA
2.0,2.0,No,950.0,809.0,Richmond,VA
2.0,2.0,No,1588.0,1000.0,Atlanta,GA
2.0,2.0,No,1640.0,1057.0,Atlanta,GA
2.0,2.0,No,1395.0,1089.0,Peoria,AZ
1.0,1.0,No,939.0,816.0,Louisville,KY
1.0,1.0,No,930.0,721.0,Peoria,AZ
1.0,1.0,No,1583.0,741.0,Irving,TX
2.0,3.0,No,1725.0,1268.0,Peoria,AZ
2.0,2.0,No,1200.0,832.0,Chico,CA
1.0,2.0,No,995.0,1065.0,Richmond,VA
1.0,1.0,No,1869.0,731.0,Mc Lean,VA
1.0,1.0,No,640.0,576.0,Louisville,KY
1.0,2.0,No,2675.0,1020.0,Mc Lean,VA
1.0,1.0,No,1060.0,835.0,Elkhorn,NE
1.0,2.0,No,545.0,649.0,Jacksonville,NC
1.0,1.0,No,2275.0,757.0,Mc Lean,VA
1.0,2.0,No,763.0,850.0,Louisville,KY
2.0,2.0,No,1033.0,1345.0,Bellevue,NE
1.0,2.0,No,687.0,850.0,Louisville,KY
2.0,2.0,No,795.0,900.0,Havelock,NC
1.0,1.0,No,630.0,700.0,Bellevue,NE
1.0,2.0,No,1300.0,1015.0,Atlanta,GA
1.0,1.0,No,1960.0,741.0,Saint Petersburg,FL
2.0,2.0,No,1040.0,1042.0,Sunset Beach,NC
1.0,1.0,No,1510.0,890.0,Palm Desert,CA
1.0,2.0,No,1175.0,810.0,Sacramento,CA
2.0,2.0,No,1720.0,1308.0,Palm Desert,CA
1.0,1.0,No,1870.0,1080.0,Atlanta,GA
1.0,1.0,No,1015.0,660.0,Sacramento,CA
2.0,2.0,No,1725.0,1308.0,Palm Desert,CA
2.0,2.0,No,1149.0,1004.0,Irving,TX
1.5,2.0,No,949.0,904.0,Richmond,VA
2.0,3.0,No,1719.0,1200.0,Lorton,VA
2.0,2.0,No,1135.0,889.0,Leland,NC
2.0,3.0,No,1225.0,1125.0,Leland,NC
1.0,1.0,No,1685.0,640.0,Saint Petersburg,FL
1.0,2.0,No,1384.0,1116.0,Atlanta,GA
1.0,1.0,No,1012.0,708.0,Surprise,AZ
1.0,2.0,No,799.0,804.0,Richmond,VA
1.0,1.0,No,729.0,946.0,Saint Matthews,KY
1.0,1.0,No,719.0,768.0,Saint Matthews,KY
2.0,2.0,No,1510.0,1124.0,Surprise,AZ
1.0,1.0,No,1275.0,809.0,Indio,CA
2.5,3.0,No,1359.0,1101.0,Richmond,VA
2.0,2.0,No,1600.0,921.0,Indio,CA
1.0,1.0,No,889.0,667.0,Wilmington,NC
1.0,1.0,No,915.0,695.0,Wilmington,NC
2.0,2.0,No,1255.0,1100.0,Surprise,AZ
2.0,2.0,No,1534.0,1171.0,Frisco,TX
1.0,1.0,No,1100.0,751.0,Wilmington,NC
2.0,2.0,No,1725.0,1062.0,Atlanta,GA
2.5,2.0,No,1295.0,1185.0,Tampa,FL
2.0,2.0,No,1159.0,1150.0,Tampa,FL
1.0,0.0,No,618.0,531.0,Yuma,AZ
1.0,2.0,No,1333.0,1200.0,Falls Church,VA
1.0,1.0,No,1295.0,905.0,Missoula,MT
2.5,3.0,No,2200.0,2162.0,Indio,CA
1.0,2.0,No,1555.0,970.0,Sacramento,CA
2.0,2.0,No,1831.0,1122.0,Henrico,VA
1.0,2.0,No,685.0,670.0,Yuma,AZ
1.0,1.0,No,1193.0,700.0,Henrico,VA
1.0,1.0,No,1739.0,775.0,Falls Church,VA
1.0,1.0,No,1569.0,749.0,Atlanta,GA
1.0,1.0,No,1635.0,636.0,Falls Church,VA
2.0,3.0,No,1665.0,1252.0,Henrico,VA
1.0,2.0,No,1865.0,915.0,Falls Church,VA
1.0,1.0,No,1795.0,790.0,Falls Church,VA
1.0,1.0,No,2321.0,996.0,San Diego,CA
1.0,2.0,No,1315.0,655.0,Atlanta,GA
1.0,1.0,No,1720.0,765.0,Sacramento,CA
2.0,2.0,No,1232.0,975.0,Louisville,KY
2.0,2.0,No,1895.0,1107.0,Atlanta,GA
2.0,2.0,No,1145.0,1130.0,Richmond,VA
2.0,2.0,No,1458.0,1403.0,Tampa,FL
2.0,2.0,No,1955.0,1039.0,Sacramento,CA
1.0,1.0,No,965.0,782.0,Peoria,AZ
2.0,2.0,No,1500.0,856.0,Sacramento,CA
1.0,1.0,No,1360.0,952.0,Atlanta,GA
1.0,1.0,No,885.0,700.0,Tampa,FL
1.0,1.0,No,1484.0,810.0,Richmond,VA
2.0,2.0,No,1335.0,1119.0,Litchfield Park,AZ
1.0,1.0,No,1329.0,912.0,Frisco,TX
1.0,2.0,No,1025.0,926.0,Litchfield Park,AZ
1.0,1.0,No,810.0,495.0,Wilmington,NC
1.0,1.0,No,1500.0,800.0,Falls Church,VA
2.5,2.0,No,1160.0,1230.0,Wilmington,NC
2.0,2.0,No,1940.0,1246.0,Atlanta,GA
1.0,1.0,No,1343.0,813.0,Frisco,TX
1.0,1.0,No,1183.0,834.0,Tampa,FL
2.0,2.0,No,1183.0,1036.0,Goodyear,AZ
1.0,1.0,No,825.0,555.0,Tampa,FL
2.0,2.0,No,1634.0,1171.0,Wilmington,NC
2.0,3.0,No,2082.0,1541.0,Frisco,TX
1.0,1.0,No,1821.0,917.0,Sacramento,CA
1.0,1.0,No,1450.0,815.0,Louisville,KY
2.0,3.0,No,1805.0,1219.0,Atlanta,GA
1.0,1.0,No,1604.0,828.0,Sacramento,CA
2.0,2.0,No,940.0,1265.0,Spring Lake,NC
2.0,2.0,No,2347.0,925.0,San Diego,CA
